success,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,rt,stimulus,response,task,timeout,failed_images,failed_audio,failed_video,slider_start,question_order
,audio-slider-response,19,162765,0.0-19.0-0.0,14,1,2023-07-28 12:52:43,6ad40e38acdca90a181c9c1a7b1b6550,82.153.30.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,17120,Rick-Astley-Never-Gonna-Give-You.mp3,100,audio_slider,,,,,50,
true,fullscreen,0,2342,0.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,,,,,,
,html-button-response,1,3578,0.0-1.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,1231,Welcome to the experiment of Group 6,0,,,,,,,
,html-button-response,2,7144,0.0-2.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,3565,"
        <p>In this experiment, you will hear different songs. You will have to focus on your emotions during listening to it.</p>
        <p> After each track, you must indicate on a scale how happy or sad it makes you feel.</p>",0,instruction,,,,,,
true,preload,3,7146,0.0-3.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,4,39512,0.0-4.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,32032,Eric-Clapton-Tears-In-Heaven-Ins.mp3,13,audio_slider,,,,,50,
,survey-multi-choice,5,43033,0.0-5.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,3515,,"{""familiarity"":""no""}",multi_choice,,,,,,[0]
true,preload,6,43038,0.0-6.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,7,70052,0.0-7.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,26656,Daniel-Powter-Bad-Day-Official-M-[AudioTrimmer.com].mp3,68,audio_slider,,,,,50,
,survey-multi-choice,8,72119,0.0-8.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,2063,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,9,72124,0.0-9.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,10,94808,0.0-10.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,22315,Rick-Astley-Never-Gonna-Give-You (1).mp3,100,audio_slider,,,,,50,
,survey-multi-choice,11,96824,0.0-11.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,2013,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,12,96829,0.0-12.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,13,118575,0.0-13.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,21397,Eric-Clapton-Tears-In-Heaven-Off.mp3,30,audio_slider,,,,,50,
,survey-multi-choice,14,120517,0.0-14.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,1939,,"{""familiarity"":""no""}",multi_choice,,,,,,[0]
true,preload,15,120524,0.0-15.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,16,135939,0.0-16.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,15115,Daniel-Powter-Bad-Day-Instrument.mp3,72,audio_slider,,,,,50,
,survey-multi-choice,17,137898,0.0-17.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,1956,,"{""familiarity"":""no""}",multi_choice,,,,,,[0]
true,preload,18,137903,0.0-18.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,19,157219,0.0-19.0-0.0,17,1,2023-07-28 12:54:39,6ad40e38acdca90a181c9c1a7b1b6550,84.238.50.148,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,18955,Rick-Astley-Never-Gonna-Give-You.mp3,97,audio_slider,,,,,50,
true,fullscreen,0,3219,0.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,,,,,,
,html-button-response,1,4722,0.0-1.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,1501,Welcome to the experiment of Group 6,0,,,,,,,
,html-button-response,2,6407,0.0-2.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,1682,"
        <p>In this experiment, you will hear different songs. You will have to focus on your emotions during listening to it.</p>
        <p> After each track, you must indicate on a scale how happy or sad it makes you feel.</p>",0,instruction,,,,,,
true,preload,3,6409,0.0-3.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,4,25271,0.0-4.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,18760,Eric-Clapton-Tears-In-Heaven-Ins.mp3,33,audio_slider,,,,,50,
,survey-multi-choice,5,29372,0.0-5.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,4097,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,6,29374,0.0-6.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,7,56751,0.0-7.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,27240,Daniel-Powter-Bad-Day-Official-M-[AudioTrimmer.com].mp3,62,audio_slider,,,,,50,
,survey-multi-choice,8,60103,0.0-8.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,3346,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,9,60106,0.0-9.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,10,78647,0.0-10.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,18421,Rick-Astley-Never-Gonna-Give-You (1).mp3,64,audio_slider,,,,,50,
,survey-multi-choice,11,81347,0.0-11.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,2697,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,12,81349,0.0-12.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,13,102186,0.0-13.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,20739,Eric-Clapton-Tears-In-Heaven-Off.mp3,33,audio_slider,,,,,50,
,survey-multi-choice,14,110358,0.0-14.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,8169,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,15,110359,0.0-15.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,16,127326,0.0-16.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,16901,Daniel-Powter-Bad-Day-Instrument.mp3,67,audio_slider,,,,,50,
,survey-multi-choice,17,130465,0.0-17.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,3136,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,18,130467,0.0-18.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,false,[],[],[],,
,audio-slider-response,19,149567,0.0-19.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,19000,Rick-Astley-Never-Gonna-Give-You.mp3,62,audio_slider,,,,,50,
,survey-multi-choice,20,153415,0.0-20.0-0.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,3843,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,fullscreen,21,154429,0.0-21.0,15,1,2023-07-28 12:53:32,6ad40e38acdca90a181c9c1a7b1b6550,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,,,,,,
true,fullscreen,0,2990,0.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,,,,,,,,,,
,html-button-response,1,4379,0.0-1.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,1381,Welcome to the experiment of Group 6,0,,,,,,,
,html-button-response,2,5579,0.0-2.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,1199,"
        <p>In this experiment, you will hear different songs. You will have to focus on your emotions during listening to it.</p>
        <p> After each track, you must indicate on a scale how happy or sad it makes you feel.</p>",0,instruction,,,,,,
true,preload,3,5583,0.0-3.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,,,,,false,[],[],[],,
,audio-slider-response,4,26833,0.0-4.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,20936,Eric-Clapton-Tears-In-Heaven-Ins.mp3,20,audio_slider,,,,,50,
,survey-multi-choice,5,29577,0.0-5.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,2740,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,6,29580,0.0-6.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,,,,,false,[],[],[],,
,audio-slider-response,7,57259,0.0-7.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,27446,Daniel-Powter-Bad-Day-Official-M-[AudioTrimmer.com].mp3,76,audio_slider,,,,,50,
,survey-multi-choice,8,60300,0.0-8.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,3038,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,9,60303,0.0-9.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,,,,,false,[],[],[],,
,audio-slider-response,10,78882,0.0-10.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,18109,Rick-Astley-Never-Gonna-Give-You (1).mp3,69,audio_slider,,,,,50,
,survey-multi-choice,11,81759,0.0-11.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,2875,,"{""familiarity"":""no""}",multi_choice,,,,,,[0]
true,preload,12,81762,0.0-12.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,,,,,false,[],[],[],,
,audio-slider-response,13,100780,0.0-13.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,18524,Eric-Clapton-Tears-In-Heaven-Off.mp3,10,audio_slider,,,,,50,
,survey-multi-choice,14,104295,0.0-14.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,3512,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,15,104298,0.0-15.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,,,,,false,[],[],[],,
,audio-slider-response,16,119119,0.0-16.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,14681,Daniel-Powter-Bad-Day-Instrument.mp3,36,audio_slider,,,,,50,
,survey-multi-choice,17,122143,0.0-17.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,3021,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,18,122146,0.0-18.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,,,,,false,[],[],[],,
,audio-slider-response,19,139642,0.0-19.0-0.0,16,1,2023-07-28 12:54:36,6ad40e38acdca90a181c9c1a7b1b6550,2.108.90.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",Macintosh,Safari,15.6.1,OS X,10_15_7,17067,Rick-Astley-Never-Gonna-Give-You.mp3,77,audio_slider,,,,,50,
true,fullscreen,0,2596,0.0-0.0,19,1,2023-07-28 13:00:52,6ad40e38acdca90a181c9c1a7b1b6550,141.75.217.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,,,,,,,,,,
,html-button-response,1,4386,0.0-1.0,19,1,2023-07-28 13:00:52,6ad40e38acdca90a181c9c1a7b1b6550,141.75.217.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,1786,Welcome to the experiment of Group 6,0,,,,,,,
,html-button-response,2,11269,0.0-2.0,19,1,2023-07-28 13:00:52,6ad40e38acdca90a181c9c1a7b1b6550,141.75.217.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,6879,"
        <p>In this experiment, you will hear different songs. You will have to focus on your emotions during listening to it.</p>
        <p> After each track, you must indicate on a scale how happy or sad it makes you feel.</p>",0,instruction,,,,,,
true,preload,3,11271,0.0-3.0,19,1,2023-07-28 13:00:52,6ad40e38acdca90a181c9c1a7b1b6550,141.75.217.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,,,,,false,[],[],[],,
,audio-slider-response,4,28416,0.0-4.0-0.0,19,1,2023-07-28 13:00:52,6ad40e38acdca90a181c9c1a7b1b6550,141.75.217.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,16907,Eric-Clapton-Tears-In-Heaven-Ins.mp3,55,audio_slider,,,,,50,
,survey-multi-choice,5,32251,0.0-5.0-0.0,19,1,2023-07-28 13:00:52,6ad40e38acdca90a181c9c1a7b1b6550,141.75.217.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,3830,,"{""familiarity"":""yes""}",multi_choice,,,,,,[0]
true,preload,6,32252,0.0-6.0,19,1,2023-07-28 13:00:52,6ad40e38acdca90a181c9c1a7b1b6550,141.75.217.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,,,,,false,[],[],[],,
,audio-slider-response,7,63829,0.0-7.0-0.0,19,1,2023-07-28 13:00:52,6ad40e38acdca90a181c9c1a7b1b6550,141.75.217.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,31232,Daniel-Powter-Bad-Day-Official-M-[AudioTrimmer.com].mp3,63,audio_slider,,,,,50,
