success;trial_type;trial_index;time_elapsed;internal_node_id;run_id;condition;recorded_at;source_code_version;ip;user_agent;device;browser;browser_version;platform;platform_version;rt;stimulus;response;task;timeout;failed_images;failed_audio;failed_video;slider_start
true;fullscreen;0;4739;0.0-0.0;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;;;;;;;;;
;html-button-response;1;7182;0.0-1.0;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;2440;Welcome to the experiment;0;;;;;;
;html-button-response;2;15540;0.0-2.0;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;8356;"<p>In this experiment, you will hear 6 excerpts of varying rhythmic complexity.</p>
        <p> At the end of each track, you must rate the level of your enjoyment.</p>";0;instruction;;;;;
true;preload;3;15544;0.0-3.0;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;;;;;false;[];[];[];
;audio-slider-response;4;26827;0.0-4.0-0.0;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;10789;low_complex_1.wav;1;audio_slider;;;;;50
;audio-slider-response;5;40511;0.0-4.0-0.1;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;13248;high_complex_1.wav;30;audio_slider;;;;;50
;audio-slider-response;6;51582;0.0-4.0-0.2;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;10539;mid_complex_1.wav;35;audio_slider;;;;;50
;audio-slider-response;7;61740;0.0-4.0-0.3;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;9728;low_complex_2.wav;12;audio_slider;;;;;50
;audio-slider-response;8;72047;0.0-4.0-0.4;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;9781;high_complex_2.wav;52;audio_slider;;;;;50
;audio-slider-response;9;82881;0.0-4.0-0.5;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;10069;mid_complex_2.wav;52;audio_slider;;;;;50
;html-button-response;10;98895;0.0-5.0;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;16009;<p>On the next slide we will ask you to define your <b>musical experience</b>. <p></p> <b>Non-musician</b> means you don't regularly play an instrument. <p></p> <b>Amateur musician</b> means you regularly play an instrument as a hobby, but you do not get paid. <p></p> <b>Music student</b> means you are engaged in formal music education. <p></p> <b>Semi-professional musician</b> means you get paid to play, but it is not your primary source of income. <p></p> <b>Professional musican</b> means that playing music is your primary source of income.  </p>;0;instruction2;;;;;
;html-button-response;11;100247;0.0-6.0;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;1349;<p>How would you define your musical experience?</p>;3;text_button_response;;;;;
true;fullscreen;12;101254;0.0-7.0;14;1;2023-07-28 12:46:47;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0";Macintosh;Firefox;115.0;OS X;10.15;;;;;;;;;
true;fullscreen;0;5773;0.0-0.0;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;;;;;;;;;
;html-button-response;1;7138;0.0-1.0;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;1359;Welcome to the experiment;0;;;;;;
;html-button-response;2;16704;0.0-2.0;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;9562;"<p>In this experiment, you will hear 6 excerpts of varying rhythmic complexity.</p>
        <p> At the end of each track, you must rate the level of your enjoyment.</p>";0;instruction;;;;;
true;preload;3;16707;0.0-3.0;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;;;;;false;[];[];[];
;audio-slider-response;4;28230;0.0-4.0-0.0;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;11175;high_complex_2.wav;74;audio_slider;;;;;50
;audio-slider-response;5;39060;0.0-4.0-0.1;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;10127;high_complex_1.wav;60;audio_slider;;;;;50
;audio-slider-response;6;49404;0.0-4.0-0.2;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;10060;low_complex_2.wav;59;audio_slider;;;;;50
;audio-slider-response;7;60239;0.0-4.0-0.3;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;10307;mid_complex_1.wav;70;audio_slider;;;;;50
;audio-slider-response;8;70345;0.0-4.0-0.4;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;9819;low_complex_1.wav;57;audio_slider;;;;;50
;audio-slider-response;9;81158;0.0-4.0-0.5;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;10487;mid_complex_2.wav;74;audio_slider;;;;;50
;html-button-response;10;87942;0.0-5.0;13;1;2023-07-28 12:46:05;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";Macintosh;Safari;15.6.1;OS X;10_15_7;6781;<p>On the next slide we will ask you to define your <b>musical experience</b>. <p></p> <b>Non-musician</b> means you don't regularly play an instrument. <p></p> <b>Amateur musician</b> means you regularly play an instrument as a hobby, but you do not get paid. <p></p> <b>Music student</b> means you are engaged in formal music education. <p></p> <b>Semi-professional musician</b> means you get paid to play, but it is not your primary source of income. <p></p> <b>Professional musican</b> means that playing music is your primary source of income.  </p>;0;instruction2;;;;;
true;fullscreen;0;2577;0.0-0.0;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;;;;;;;;;
;html-button-response;1;4506;0.0-1.0;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;1928;Welcome to the experiment;0;;;;;;
;html-button-response;2;10775;0.0-2.0;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;6268;"<p>In this experiment, you will hear 6 excerpts of varying rhythmic complexity.</p>
        <p> At the end of each track, you must rate the level of your enjoyment.</p>";0;instruction;;;;;
true;preload;3;10776;0.0-3.0;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;;;;;false;[];[];[];
;audio-slider-response;4;25743;0.0-4.0-0.0;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;14299;mid_complex_2.wav;44;audio_slider;;;;;50
;audio-slider-response;5;37288;0.0-4.0-0.1;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;11101;low_complex_1.wav;66;audio_slider;;;;;50
;audio-slider-response;6;48687;0.0-4.0-0.2;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;10901;low_complex_2.wav;19;audio_slider;;;;;50
;audio-slider-response;7;61829;0.0-4.0-0.3;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;12771;mid_complex_1.wav;85;audio_slider;;;;;50
;audio-slider-response;8;71962;0.0-4.0-0.4;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;9771;high_complex_2.wav;81;audio_slider;;;;;50
;audio-slider-response;9;84543;0.0-4.0-0.5;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;11880;high_complex_1.wav;33;audio_slider;;;;;50
;html-button-response;10;100663;0.0-5.0;12;1;2023-07-28 12:45:48;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;16119;<p>On the next slide we will ask you to define your <b>musical experience</b>. <p></p> <b>Non-musician</b> means you don't regularly play an instrument. <p></p> <b>Amateur musician</b> means you regularly play an instrument as a hobby, but you do not get paid. <p></p> <b>Music student</b> means you are engaged in formal music education. <p></p> <b>Semi-professional musician</b> means you get paid to play, but it is not your primary source of income. <p></p> <b>Professional musican</b> means that playing music is your primary source of income.  </p>;0;instruction2;;;;;
true;fullscreen;0;2583;0.0-0.0;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;;;;;;;;;
;html-button-response;1;3801;0.0-1.0;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;1215;Welcome to the experiment;0;;;;;;
;html-button-response;2;8554;0.0-2.0;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;4751;"<p>In this experiment, you will hear 6 excerpts of varying rhythmic complexity.</p>
        <p> At the end of each track, you must rate the level of your enjoyment.</p>";0;instruction;;;;;
true;preload;3;8558;0.0-3.0;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;;;;;false;[];[];[];
;audio-slider-response;4;21142;0.0-4.0-0.0;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;12232;low_complex_2.wav;42;audio_slider;;;;;50
;audio-slider-response;5;31502;0.0-4.0-0.1;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;9952;high_complex_2.wav;65;audio_slider;;;;;50
;audio-slider-response;6;42095;0.0-4.0-0.2;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;10248;mid_complex_2.wav;80;audio_slider;;;;;50
;audio-slider-response;7;52166;0.0-4.0-0.3;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;9656;mid_complex_1.wav;37;audio_slider;;;;;50
;audio-slider-response;8;62854;0.0-4.0-0.4;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;10160;high_complex_1.wav;37;audio_slider;;;;;50
;audio-slider-response;9;74215;0.0-4.0-0.5;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;10992;low_complex_1.wav;31;audio_slider;;;;;50
;html-button-response;10;82503;0.0-5.0;11;1;2023-07-28 12:45:39;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";WebKit;Chrome;115.0.0.0;Windows;10.0;8287;<p>On the next slide we will ask you to define your <b>musical experience</b>. <p></p> <b>Non-musician</b> means you don't regularly play an instrument. <p></p> <b>Amateur musician</b> means you regularly play an instrument as a hobby, but you do not get paid. <p></p> <b>Music student</b> means you are engaged in formal music education. <p></p> <b>Semi-professional musician</b> means you get paid to play, but it is not your primary source of income. <p></p> <b>Professional musican</b> means that playing music is your primary source of income.  </p>;0;instruction2;;;;;
true;fullscreen;0;3835;0.0-0.0;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;;;;;;;;;
;html-button-response;1;5845;0.0-1.0;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;2008;Welcome to the experiment;0;;;;;;
;html-button-response;2;11238;0.0-2.0;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;5392;"<p>In this experiment, you will hear 6 excerpts of varying rhythmic complexity.</p>
        <p> At the end of each track, you must rate the level of your enjoyment.</p>";0;instruction;;;;;
true;preload;3;11239;0.0-3.0;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;;;;;false;[];[];[];
;audio-slider-response;4;22841;0.0-4.0-0.0;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;11240;low_complex_1.wav;40;audio_slider;;;;;50
;audio-slider-response;5;34566;0.0-4.0-0.1;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;11440;low_complex_2.wav;10;audio_slider;;;;;50
;audio-slider-response;6;45995;0.0-4.0-0.2;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;11128;mid_complex_2.wav;100;audio_slider;;;;;50
;audio-slider-response;7;56469;0.0-4.0-0.3;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;10011;high_complex_2.wav;100;audio_slider;;;;;50
;audio-slider-response;8;66776;0.0-4.0-0.4;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;10051;mid_complex_1.wav;66;audio_slider;;;;;50
;audio-slider-response;9;76841;0.0-4.0-0.5;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;9779;high_complex_1.wav;100;audio_slider;;;;;50
;html-button-response;10;84456;0.0-5.0;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;7613;<p>On the next slide we will ask you to define your <b>musical experience</b>. <p></p> <b>Non-musician</b> means you don't regularly play an instrument. <p></p> <b>Amateur musician</b> means you regularly play an instrument as a hobby, but you do not get paid. <p></p> <b>Music student</b> means you are engaged in formal music education. <p></p> <b>Semi-professional musician</b> means you get paid to play, but it is not your primary source of income. <p></p> <b>Professional musican</b> means that playing music is your primary source of income.  </p>;0;instruction2;;;;;
;html-button-response;11;87393;0.0-6.0;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;2934;<p>How would you define your musical experience?</p>;4;text_button_response;;;;;
true;fullscreen;12;88407;0.0-7.0;3;1;2023-07-28 12:42:14;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;;;;;;;;;
true;fullscreen;0;2312;0.0-0.0;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;;;;;;;;;
;html-button-response;1;3320;0.0-1.0;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;1006;Welcome to the experiment;0;;;;;;
;html-button-response;2;6484;0.0-2.0;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;3160;"<p>In this experiment, you will hear 6 excerpts of varying rhythmic complexity.</p>
        <p> At the end of each track, you must rate the level of your enjoyment.</p>";0;instruction;;;;;
true;preload;3;6484;0.0-3.0;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;;;;;false;[];[];[];
;audio-slider-response;4;17380;0.0-4.0-0.0;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;10600;high_complex_2.wav;56;audio_slider;;;;;50
;audio-slider-response;5;30581;0.0-4.0-0.1;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;13040;low_complex_1.wav;59;audio_slider;;;;;50
;audio-slider-response;6;41639;0.0-4.0-0.2;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;10840;low_complex_2.wav;0;audio_slider;;;;;50
;audio-slider-response;7;53525;0.0-4.0-0.3;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;11699;mid_complex_1.wav;91;audio_slider;;;;;50
;audio-slider-response;8;64706;0.0-4.0-0.4;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;10920;mid_complex_2.wav;96;audio_slider;;;;;50
;audio-slider-response;9;75152;0.0-4.0-0.5;4;1;2023-07-28 12:43:35;57e32b63417d99daabf003b405236eda;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";WebKit;Chrome;114.0.0.0;Windows;10.0;10251;high_complex_1.wav;68;audio_slider;;;;;50
