,playlistID,playlistName,nTracks,type,owner,description,url,nFoll,category,TrackName,TrackID,SampleURL,ReleaseYear,Genres,Popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,reducedGenre
118,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,Fu-Gee-La,1rJM37Dd4OcSJvzI84yCcP,https://p.scdn.co/mp3-preview/854320a6d863878864e7076386ac96b9baa26b3d?cid=0c571addac5347aa9932ddc72e415d79,1996-02-13,"['east coast hip hop', 'hip hop', 'neo soul', 'new jersey rap']",70,0.681,0.505,-11.709,0.138,0.137,0.0,0.234,0.399,89.953,1,1,260067,rap
119,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,Building a Mystery,3ozomn4PrGEKEuusxX2HpC,https://p.scdn.co/mp3-preview/569ad5a63c3f557bb814f6323827a3c046338d47?cid=0c571addac5347aa9932ddc72e415d79,1997-08-29,"['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'lilith', 'permanent wave', 'pop rock']",56,0.505,0.518,-8.601,0.023,0.403,0.0,0.129,0.472,81.019,2,1,247307,pop
120,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,Rap Promoter,6CCIqr8xROr3jTnXf4GI3B,https://p.scdn.co/mp3-preview/0068c3306902624d460f928e37d4d7720c9b83cd?cid=0c571addac5347aa9932ddc72e415d79,1991-09-24,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",52,0.867,0.459,-13.526,0.254,0.00846,0.0212,0.0695,0.554,97.464,4,0,133000,jazz
121,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,He Wasn't Man Enough,7f1Dmr246cJ9uQYdbplTbh,https://p.scdn.co/mp3-preview/9790a4ecd20aa3b711d04dffe8c3e50015de764c?cid=0c571addac5347aa9932ddc72e415d79,2000,"['contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']",71,0.739,0.947,-1.916,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,11,0,261933,r&b
122,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,Back & Forth,45wneA2j0Z0WMnYNDO6Ad0,https://p.scdn.co/mp3-preview/50318c371f37a3fbe741c33aa5af116f6be33b16?cid=0c571addac5347aa9932ddc72e415d79,1994-05-22,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",64,0.706,0.727,-8.06,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,5,1,231093,pop
123,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,Streets of Philadelphia - Single Edit,3fbnbn6A5O5RNb08tlUEgd,https://p.scdn.co/mp3-preview/015884640241cacd2456e0e0bc34fe2ed9f5f98b?cid=0c571addac5347aa9932ddc72e415d79,1995-02-27,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",76,0.741,0.29,-13.251,0.0302,0.294,0.118,0.0924,0.443,93.699,5,1,195080,rock
124,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,Survivor,2Mpj1Ul5OFPyyP4wB62Rvi,https://p.scdn.co/mp3-preview/a0cbac2664d8cc005454d3a5b2e27878a62e1edd?cid=0c571addac5347aa9932ddc72e415d79,2001-05-01,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",74,0.514,0.911,-2.027,0.41,0.0559,0.0,0.775,0.619,161.109,1,0,254027,pop
125,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,Killing Me Softly With His Song,0Q0IVlqMV64kNLlwjPj0Hl,https://p.scdn.co/mp3-preview/63ba38c018c61519e68715aa003f4c72374d65b5?cid=0c571addac5347aa9932ddc72e415d79,1996-02-13,"['east coast hip hop', 'hip hop', 'neo soul', 'new jersey rap']",81,0.765,0.29,-17.117,0.139,0.0279,0.0,0.571,0.506,92.409,4,0,298773,rap
126,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,You Make Me Wanna...,47TqCCnEliDp8NRDyIQoQq,https://p.scdn.co/mp3-preview/d14cafed1e8747de5f1bfccb4d8a3e708721d684?cid=0c571addac5347aa9932ddc72e415d79,1997-09-16,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",72,0.761,0.639,-7.577,0.0539,0.0359,0.0,0.0945,0.922,164.088,5,0,219120,pop
127,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,Drive,7nnWIPM5hwE3DaUBkvOIpy,https://p.scdn.co/mp3-preview/7948a397a8d6e2e9d37ea4827235fbe254463b66?cid=0c571addac5347aa9932ddc72e415d79,1999-10-26,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",80,0.645,0.792,-7.34,0.036,0.0562,0.0121,0.119,0.666,90.565,4,0,232453,rock
128,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,The World Is Yours,7G3lxTsMfSx4yarMkfgnTC,https://p.scdn.co/mp3-preview/353022ee9901b35819bc53752fdcc314c3258e2d?cid=0c571addac5347aa9932ddc72e415d79,1994-04-19,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",72,0.678,0.794,-6.186,0.14,0.274,1.68e-06,0.124,0.54,87.374,10,0,290573,rap
129,3C64V048fGyQfCjmu9TIGA,90s HITS | TOP 100 SONGS,130,user,myplay.com,"The best of the 1990s classics, from TLC, Backstreet Boys, Destiny's Child, *NSYNC, Mariah Carey, Christina Aguilera, Britney Spears, Jennifer Lopez + more.",https://open.spotify.com/user/myplay.com,2124941,nineties,Neon Moon,2M38X60UJnupGPbFTkVPNQ,https://p.scdn.co/mp3-preview/cd794cb360d186a5017294d426d558e30fbf123e?cid=0c571addac5347aa9932ddc72e415d79,1991-08-13,"['contemporary country', 'country', 'country road']",65,0.735,0.488,-10.56,0.026,0.596,1.1e-06,0.0949,0.452,102.383,9,1,261227,country
