,playlistID,playlistName,nTracks,type,owner,description,url,nFoll,category,TrackName,TrackID,SampleURL,ReleaseYear,Genres,Popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,reducedGenre
118,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,Girl in the Mirror,3XcX5TStZr15IsXFJcE0vl,https://p.scdn.co/mp3-preview/619fcef0c6ed7473ac75eec1ba249b8620603fd6?cid=0c571addac5347aa9932ddc72e415d79,2020-07-07,[unknown],41,0.699,0.307,-12.821,0.031,0.791,0.000163,0.104,0.213,110.947,6,0,218919,uncategorized
119,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,https://p.scdn.co/mp3-preview/12200deba2a2f8126ff4430d35fec1be2969e87f?cid=0c571addac5347aa9932ddc72e415d79,2020-03-27,['r&b'],83,0.449,0.465,-8.964,0.0791,0.524,1.02e-06,0.303,0.543,89.087,0,1,198371,r&b
120,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,Out Of Love,4WzhjxvLP95y7AMDy0Atwb,https://p.scdn.co/mp3-preview/45d7543ad1b37182cb2d4c1f01cff78986c29155?cid=0c571addac5347aa9932ddc72e415d79,2018-11-30,"['canadian contemporary r&b', 'canadian pop', 'pop']",73,0.481,0.267,-9.249,0.0339,0.8,0.0,0.249,0.137,117.64,7,1,227693,pop
121,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,You Said You'd Grow Old With Me,41WTP0gosjYD74B06uS2tL,https://p.scdn.co/mp3-preview/b5fa9812cae8796757115b39dc7d4282ae96a088?cid=0c571addac5347aa9932ddc72e415d79,2012-09-28,"['german pop', 'talentschau']",64,0.531,0.347,-7.044,0.0345,0.905,0.0,0.0935,0.289,114.441,0,1,224743,pop
122,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,Little Do You Know,1almCHdsfikRPfVB9VrEdT,https://p.scdn.co/mp3-preview/0d543b0bbd911bb479d6c0a533c059cab4921f9c?cid=0c571addac5347aa9932ddc72e415d79,2014-10-06,"['pop', 'post-teen pop']",76,0.5,0.292,-8.554,0.0323,0.746,0.0,0.188,0.37,145.879,0,1,185200,pop
123,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,https://p.scdn.co/mp3-preview/9c3f89f926a702034ae182e723b2d601c2bd754d?cid=0c571addac5347aa9932ddc72e415d79,2013-11-25,"['boy band', 'pop', 'post-teen pop', 'talent show']",85,0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,3,1,245493,pop
124,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,As the World Caves In,7LAmsNJpBaNvNg7VZPXxSv,,2021-06-10,['gen z singer-songwriter'],1,0.372,0.255,-6.834,0.0344,0.436,0.0,0.33,0.254,114.402,7,1,161613,uncategorized
125,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,They Don't Know About Us,6M31fPFCYB8Job3MCjjrDV,https://p.scdn.co/mp3-preview/cadd5802c1669f398ff3a341047cefc671f126ce?cid=0c571addac5347aa9932ddc72e415d79,2012-11-12,"['boy band', 'pop', 'post-teen pop', 'talent show']",77,0.514,0.727,-6.131,0.0492,0.126,0.0,0.0978,0.37,147.917,0,1,200400,pop
126,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,18,3JjnGLK8IxkNLvo8Lb3KOM,https://p.scdn.co/mp3-preview/b64e83597557028b2802cba7799ba6fa365e9b14?cid=0c571addac5347aa9932ddc72e415d79,2014-11-17,"['boy band', 'pop', 'post-teen pop', 'talent show']",83,0.681,0.582,-7.76,0.0313,0.22,0.0,0.119,0.221,124.038,6,0,248360,pop
127,54NczufWOFmJ5jUVvRPxaF,Sad songs to cry your heart out to 😭💔,173,user,v3diemfld4xwbj82y8p3vgm3i,Dm song requests&#x2F;song placements on ig @annik.spotify,https://open.spotify.com/user/v3diemfld4xwbj82y8p3vgm3i,291874,sad,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,https://p.scdn.co/mp3-preview/159fc05584217baa99581c4821f52d04670db6b2?cid=0c571addac5347aa9932ddc72e415d79,2012-12-07,"['dance pop', 'pop']",90,0.612,0.28,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,0,1,213827,pop
