,playlistID,playlistName,nTracks,type,owner,description,url,nFoll,category,TrackName,TrackID,SampleURL,ReleaseYear,Genres,Popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,reducedGenre
75,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Let's Get Loud,6kQz6t5z1FK4uohPh8Kd73,https://p.scdn.co/mp3-preview/8b0136f43e98d48fb26b6bb32dfab537d322f949?cid=0c571addac5347aa9932ddc72e415d79,1999-04-20,"['dance pop', 'pop', 'urban contemporary']",73,0.82,0.937,-4.81,0.0542,0.139,7.51e-05,0.325,0.922,131.006,5,0,238227,pop
76,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,More Than Words,58c8pMaXi3xdpBIVfG6WGC,https://p.scdn.co/mp3-preview/8868ebefe3122a2465d42ee920ccb2a3e5d8f0b8?cid=0c571addac5347aa9932ddc72e415d79,1990-08-07,"['funk metal', 'glam metal', 'hard rock']",69,0.403,0.134,-14.955,0.0353,0.469,0.0,0.113,0.258,182.894,6,1,334000,metal
77,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,The Shoop Shoop Song (It's In His Kiss),5oV1YjM2rtyZ55txHHsFUu,https://p.scdn.co/mp3-preview/b131949023a070a4a22c2fe553008bfe33da0e74?cid=0c571addac5347aa9932ddc72e415d79,1991-06-11,"['dance pop', 'pop']",71,0.678,0.61,-10.509,0.0306,0.467,0.0,0.397,0.919,117.04,0,1,170000,pop
78,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Unpretty,0BUoLE4o9eVahDHvTqak67,https://p.scdn.co/mp3-preview/0ac905733ba7852d54c5ddc06672dec1b437ae76?cid=0c571addac5347aa9932ddc72e415d79,1999-02-23,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",66,0.648,0.622,-6.063,0.0428,0.00152,5.97e-05,0.109,0.51,88.684,7,1,278067,pop
79,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,No Matter What,5KVPav34JaKkXwBTJHnPgo,https://p.scdn.co/mp3-preview/2571885aaebcc610982bb1a387d4c800939cd780?cid=0c571addac5347aa9932ddc72e415d79,1998-05-25,['boy band'],64,0.704,0.417,-9.41,0.0243,0.187,2.13e-06,0.137,0.532,92.726,7,1,274267,uncategorized
80,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Walking on Broken Glass,4CcSw8wQAHYf4XNckayPoc,https://p.scdn.co/mp3-preview/7169f00bce3ef6e55a655c5a3a641ed0e87f1e56?cid=0c571addac5347aa9932ddc72e415d79,1992-04-02,"['new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'synthpop']",70,0.749,0.562,-8.45,0.0281,0.215,1.1e-06,0.105,0.807,115.008,0,1,253296,pop
81,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",225xvV8r1yKMHErSWivnow,https://p.scdn.co/mp3-preview/f02930ba19b2760c7df9abfbd7aca5ba1ea99be9?cid=0c571addac5347aa9932ddc72e415d79,1998-06-23,"['album rock', 'classic rock', 'hard rock', 'rock']",76,0.383,0.662,-5.162,0.0333,0.165,0.0,0.248,0.138,121.154,2,1,298760,rock
82,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Everybody Hurts,6PypGyiu0Y2lCDBN1XZEnP,https://p.scdn.co/mp3-preview/23bc35da41a99d4f3a686ac24d4da5305a4cdfc2?cid=0c571addac5347aa9932ddc72e415d79,1992-10-05,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",77,0.467,0.324,-10.451,0.0255,0.615,0.0248,0.118,0.166,94.301,2,1,320267,rock
83,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Push,2KVwlelhxKUy8LVV6JypH3,https://p.scdn.co/mp3-preview/9b57cf9cfb891eee6ccf336046a4457ed2da28da?cid=0c571addac5347aa9932ddc72e415d79,1996-10-01,"['neo mellow', 'pop rock', 'post-grunge']",78,0.42,0.672,-7.902,0.027,0.0067,0.0,0.108,0.476,168.019,6,1,238667,pop
84,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,150,user,spotify,The biggest songs of the 1990s.,https://open.spotify.com/user/spotify,7856376,nineties,Believe,2goLsvvODILDzeeiT4dAoR,https://p.scdn.co/mp3-preview/4d1118af5a493275e5c7522aaa26faa34b72d828?cid=0c571addac5347aa9932ddc72e415d79,1998,"['dance pop', 'pop']",81,0.652,0.917,-6.72,0.0548,0.0082,0.0,0.0509,0.459,132.975,6,1,239027,pop
